Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
shm4854,Victoria Frances poster #11 - Crows,"<b>Victoria Frances poster entitled CROWS</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/VictoriaFrances_Crows_poster11.jpg?v=1505680052,1,Victoria Frances poster #11 - Crows,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/VictoriaFrances_Crows_poster11.jpg?v=1505680052,lb,,
shm4853,Royo Poster #40 Fairy Vassilisas Mission,"19.75"" x 27.5""<p>Lovely addition to the Luis Royo line of posters</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Luis_Royo_Fairy_Vassilisas_Mission_poster40.jpg?v=1505679974,1,Royo Poster #40 Fairy Vassilisas Mission,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Luis_Royo_Fairy_Vassilisas_Mission_poster40.jpg?v=1505679974,lb,,
shm4852,Royo Poster #39 Medusas Gaze,"19.75"" x 27.5""<p>Spectacular new poster in the Royo poster line - Back in Stock!!!</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Luis_Royo_Medusas_Gaze_poster39.jpg?v=1505679974,1,Royo Poster #39 Medusas Gaze,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Luis_Royo_Medusas_Gaze_poster39.jpg?v=1505679974,lb,,
shm4851,Royo Poster #38 Circles Thread,"19.75"" x 27.5""<p>The latest work in the popular Luis Royo line of posters.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Luis_Royo_Circles_Thread_poster38.jpg?v=1505679974,1,Royo Poster #38 Circles Thread,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Luis_Royo_Circles_Thread_poster38.jpg?v=1505679974,lb,,
shm4634,Royo Poster #30 Sati\'s Dance,"<p>27.5"" x 19.75"" on linen paper</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo30.jpg?v=1505679969,1,Royo Poster #30 Sati's Dance,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo30.jpg?v=1505679969,lb,,
shm4633,Royo Poster #29 Ritual,"<p>27.5"" x 19.75"" on linen paper</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo29.jpg?v=1505679969,1,Royo Poster #29 Ritual,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo29.jpg?v=1505679969,lb,,
shm4619,Royo Poster #28 New Secrets,"27.5"" x 19.75"" on linen paper<p>This gorgeous image also adorns the cover of <a href=""product_info.php?cPath=39&amp;products_id=4352"">Secrets </a> a stunning collection of Royos works.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo28.jpg?v=1505679968,1,Royo Poster #28 New Secrets,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo28.jpg?v=1505679968,lb,,
shm4618,Royo Poster #27 New Malefic,"<p>27.5"" x 19.75"" on linen paper</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo27.jpg?v=1505679967,1,Royo Poster #27 New Malefic,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo27.jpg?v=1505679967,lb,,
shm4344,Royo Poster #35 Daughter Moon,"<p>Daughter Moon 19.75"" x 27.5"" on linen paper</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/P35_DAUGHTER_MOON.jpg?v=1505679973,1,Royo Poster #35 Daughter Moon,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/P35_DAUGHTER_MOON.jpg?v=1505679973,lb,,
shm4343,Royo Poster #34 The Awakening,"Linen Paper 19.75"" x 27.5""<br><br>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/P34_THE_AWAKENING.jpg?v=1505679972,1,Royo Poster #34 The Awakening,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/P34_THE_AWAKENING.jpg?v=1505679972,lb,,
shm4297,Royo Poster #22 Subterrano Magenta,"19.75"" x 27.5"" on linen paper<p>Back in Stock</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster_22.jpg?v=1505679966,1,Royo Poster #22 Subterrano Magenta,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster_22.jpg?v=1505679966,lb,,
shm4296,Royo Poster #23 Black Tinkerbell,"Fantasy Art Poster: Not every fairy is perfect and here to prove she is a little more naughty than nice is Luis Royo's, ""Black Tinkerbell"". <p>As the sun sets on her dark an eerie world, she sits seductively with her legs wide apart as she nibbles her fingers and stare intensely in your direction. Wearing only a pitch black bikini, she sits holding a deadly weapon and trying her best to look innocent along the way. Will you fall into the arms of the dark or can you see the light?</p><p> Perfect for any fantasy art lover!</p><p>27.5"" x 19.75"" on linen paper</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster_23.jpg?v=1505679966,1,Royo Poster #23 Black Tinkerbell,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster_23.jpg?v=1505679966,lb,,
shm4154,Royo Poster #26 Games of Masks II,"Linen Paper - Games of Mask II<p>19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_26.jpg?v=1505679967,1,Royo Poster #26 Games of Masks II,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_26.jpg?v=1505679967,lb,,
shm4153,Royo Poster #25 Unicornio,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_25.jpg?v=1505679967,1,Royo Poster #25 Unicornio,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_25.jpg?v=1505679967,lb,,
shm4152,Royo Poster #24 Fog & Gold,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_24.jpg?v=1505679966,1,Royo Poster #24 Fog & Gold,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_24.jpg?v=1505679966,lb,,
shm3925,Royo Poster #18 The Time Has Come,"Fantasy Art Poster: Well known around the world for his detailed and sensuous drawings of women, Spanish fantasy artist Luis Royo is sure to please fans with the beautiful image featured on this magnificent poster. Entitled 'The Time Has Come', the scene depicts a lone woman with flowing long hair, who is draped in a flowing black cloak and clutches a long, silver sword in her hand. She looks down over the orange glow of fire, with dramatic, thick smoke almost hiding the moon in the sky.<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo22.jpg?v=1505679964,1,Royo Poster #18 The Time Has Come,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo22.jpg?v=1505679964,lb,,
shm3924,Royo Poster #17 Evolution,"Linen Paper19.75"" x 27.5""<p></p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo21.jpg?v=1505679963,1,Royo Poster #17 Evolution,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo21.jpg?v=1505679963,lb,,
shm3923,Royo Poster #09 Fallen Angel,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo20.jpg?v=1505679960,1,Royo Poster #09 Fallen Angel,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo20.jpg?v=1505679960,lb,,
shm3922,Royo Poster #14 Prohibit,"Linen Paper19.75"" x 27.5""<br>This gorgeous image adorns the cover of Royos ""Prohibited"".  Visit the Book section of our store and click on Royo-Prohibited to buy the book too.",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo19.jpg?v=1505679962,1,Royo Poster #14 Prohibit,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo19.jpg?v=1505679962,lb,,
shm3921,Royo Poster #12 Fallen Angel II,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo18.jpg?v=1505679961,1,Royo Poster #12 Fallen Angel II,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo18.jpg?v=1505679961,lb,,
shm3920,Royo Poster #11 Liberty,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo17.jpg?v=1505679961,1,Royo Poster #11 Liberty,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo17.jpg?v=1505679961,lb,,
shm3918,Royo Poster #08 A Million Tears,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo15.jpg?v=1505679960,1,Royo Poster #08 A Million Tears,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo15.jpg?v=1505679960,lb,,
shm3917,Royo Poster #07 Communion,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo14.jpg?v=1505679959,1,Royo Poster #07 Communion,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo14.jpg?v=1505679959,lb,,
shm3916,Royo Poster #06 Hand of 3 Circles,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo13.jpg?v=1505679959,1,Royo Poster #06 Hand of 3 Circles,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo13.jpg?v=1505679959,lb,,
shm3915,Royo Poster #05 Royo Red,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo12.jpg?v=1505679959,1,Royo Poster #05 Royo Red,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo12.jpg?v=1505679959,lb,,
shm3914,Royo Poster #04 Reflection,"Linen Paper19.75"" x 27.5""<p>This gorgeous image graced the cover of the January 1996 issue</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo11.jpg?v=1505679959,1,Royo Poster #04 Reflection,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo11.jpg?v=1505679959,lb,,
shm3912,Royo Poster #19 Surprise,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo09.jpg?v=1505679964,1,Royo Poster #19 Surprise,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo09.jpg?v=1505679964,lb,,
shm3911,Royo Poster #20 Conscience\'s Basement,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo08.jpg?v=1505679965,1,Royo Poster #20 Conscience's Basement,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo08.jpg?v=1505679965,lb,,
shm3910,Royo Poster #16 The Announcement,"<p>Linen Paper19.75"" x 27.5</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo07.jpg?v=1505679963,1,Royo Poster #16 The Announcement,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo07.jpg?v=1505679963,lb,,
shm3793,Royo Poster #10 Grey Over A Greyer Grey,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster3.jpg?v=1505679961,1,Royo Poster #10 Grey Over A Greyer Grey,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster3.jpg?v=1505679961,lb,,
shm3792,Royo Poster #15 Tick Tock,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster6.jpg?v=1505679963,1,Royo Poster #15 Tick Tock,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster6.jpg?v=1505679963,lb,,
shm3791,Royo Poster #03 Past-Future Fog,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster5.jpg?v=1505679958,1,Royo Poster #03 Past-Future Fog,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster5.jpg?v=1505679958,lb,,
shm3790,Royo Poster #13 Dreams,"Linen Paper - 19.75"" x 27.5""<p>this gorgeous image graced the cover of the November 2000 issue</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster4.jpg?v=1505679962,1,Royo Poster #13 Dreams,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster4.jpg?v=1505679962,lb,,
shm3788,Royo Poster #21 Angel,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster2.jpg?v=1505679965,1,Royo Poster #21 Angel,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster2.jpg?v=1505679965,lb,,
shm3787,Royo Poster #02 Blue Forest,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster1.jpg?v=1505679958,1,Royo Poster #02 Blue Forest,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo_poster1.jpg?v=1505679958,lb,,
shm3764,"Bisley Bible Art-David & Goliath, signed","19"" x 13"" full-color lithograph from Simon Bisley's <i>Illustrations from The Bible.</i>Giclee printed on archival paper.Signed by Simon BisleySimon Bisley_s <a href=""product_info.php?products_id=4791""> Illustrations from the Bible</a> has been reprinted as an oversized soft cover and is now back in stock.",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,35.96,39.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/davidandgoliath.jpg?v=1505679737,1,"Bisley Bible Art-David & Goliath, signed",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/davidandgoliath.jpg?v=1505679737,lb,,
shm3763,"Bisley Bible Art-Christ on Cross, signed","13"" x 19"" full-color lithograph from Simon Bisley's <i>Illustrations from The Bible.</i>Giclee printed on archival paper.Signed by Simon BisleySimon Bisley_s <a href=""product_info.php?products_id=4791""> Illustrations from the Bible</a> has been reprinted as an oversized soft cover and is now back in stock.",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,35.96,39.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/christoncross.jpg?v=1505679737,1,"Bisley Bible Art-Christ on Cross, signed",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/christoncross.jpg?v=1505679737,lb,,
shm3762,"Bisley Bible Art-Annunciation, signed","13"" x 19"" full-color lithograph from Simon Bisley's <i>Illustrations from The Bible.</i>Giclee printed on archival paper.Signed by Simon BisleySimon Bisley_s <a href=""product_info.php?products_id=4791""> Illustrations from the Bible</a> has been reprinted as an oversized soft cover and is now back in stock.",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,35.96,39.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/announciation.jpg?v=1505679736,1,"Bisley Bible Art-Annunciation, signed",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/announciation.jpg?v=1505679736,lb,,
shm3761,"Bisley Bible Art-Ascension, signed","13"" x 19"" full-color lithograph from Simon Bisley's <i>Illustrations from The Bible.</i>Giclee printed on archival paper.Signed by Simon BisleySimon Bisley_s <a href=""product_info.php?products_id=4791""> Illustrations from the Bible</a> has been reprinted as an oversized soft cover and is now back in stock.",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,35.96,39.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/ascension_f7d246ee-5252-4e18-bbbd-34c2f1fdaf7a.jpg?v=1505679736,1,"Bisley Bible Art-Ascension, signed",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/ascension_f7d246ee-5252-4e18-bbbd-34c2f1fdaf7a.jpg?v=1505679736,lb,,
shm3688,Serpieri poster - Aphrodisia Lithograph <b>Signed & #</b>,"<p>by SerpieriSigned and Numbered - 19"" x 23"" - Four ColorOnly 12 available!</p>",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,157.46,174.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/serp_lith.jpg?v=1505679987,1,Serpieri poster - Aphrodisia Lithograph <b>Signed & #</b>,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/serp_lith.jpg?v=1505679987,lb,,
shm3348,Bisley poster - Ecosystem,"Ecosystem by Simon Bisley, featuring Shit the Dog<p>""Shit the Dog"" was created in 1998 by writers Alan Grant &amp; John Wagner and illustrated by our own Simon Bisley</p>",Heavy Metal,Poster,"Bisley-Eastman Collection, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/stdpost.jpg?v=1505679740,1,Bisley poster - Ecosystem,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/stdpost.jpg?v=1505679740,lb,,
shm3042,Bisley poster - Lingerie Kickboxer,"<p>19"" x 24"" Limited edition of 500</p>",Heavy Metal,Poster,"Bisley-Eastman Collection, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/mini-LingerieKickboxer_Simon_Bisley.jpg?v=1505679745,1,Bisley poster - Lingerie Kickboxer,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/mini-LingerieKickboxer_Simon_Bisley.jpg?v=1505679745,lb,,
shm3041,Bisley poster - 5A,"<p>19"" x 24"" Limited edition.</p>",Heavy Metal,Poster,"Bisley-Eastman Collection, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley5a.jpg?v=1505679738,1,Bisley poster - 5A,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley5a.jpg?v=1505679738,lb,,
shm3040,Bisley poster - 2A,"19""x24"" Limited edition.Was $19.95<p align=""center""><strong><font color=""#990000"" size=""4"" face=""Verdana, Arial, Helvetica, sans-serif""><em></em></font></strong></p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,9.00,10.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley2a.jpg?v=1505679737,1,Bisley poster - 2A,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley2a.jpg?v=1505679737,lb,,
shm3032,Royo poster - Time Travel,"<p>19"" x 24"" Limited edition.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/luisroyo6.gif?v=1505679956,1,Royo poster - Time Travel,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/luisroyo6.gif?v=1505679956,lb,,
shm3030,Spaceship-Angus McKie artwork (ES),"Discover the gorgeous artwork of the ""Smile"" spaceship by Angus McKie<p>This item is distributed by Extensive Search (ES) - Heavy Metal cannot ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few weeks to be delivered.</p><p>Shipping for this item is $15.00</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/spaceship.jpg?v=1505680006,1,Spaceship-Angus McKie artwork (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/spaceship.jpg?v=1505680006,lb,,
shm3029,DEN  - Corben artwork poster (ES),Enjoy the matchless beauty of Richard Corben's art from his famous DEN series<p>This item is distributed exclusively by Extensive Search (ES) - Heavy Metal doesn't ship this title. Your order for this poster will be passed along to ES for immediate processing and shipping - please be aware this product may take a couple of weeks to be delivered.</p><p></p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/denseries.jpg?v=1505679773,1,DEN  - Corben artwork poster (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/denseries.jpg?v=1505679773,lb,,
